,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-2.000000001281525,-2.9824046920821124e-09,-2.102639296187684e-09,,-2.8260019550342143e-09,-2.532746823069404e-09,-2.5131964809384174e-09,-2.395894428152493e-09,-2.1808406647116333e-09,,-3.764418377321604e-09,-3.568914956011731e-09,,,,,,
1,-2.0000000012619745,-2.9628543499511253e-09,-2.0830889540566966e-09,,-2.8064516129032272e-09,-2.5131964809384166e-09,-2.49364613880743e-09,-2.376344086021506e-09,-2.161290322580646e-09,,-3.7448680351906165e-09,-3.5493646138807438e-09,,,,,,
2,-2.0000000012424244,-2.943304007820138e-09,-2.063538611925709e-09,,-2.7869012707722397e-09,-2.4936461388074295e-09,-2.4740957966764423e-09,-2.3567937438905185e-09,-2.1417399804496583e-09,,-3.725317693059629e-09,-3.5298142717497563e-09,,,,,,
3,-2.000000001222874,-2.9237536656891507e-09,-2.043988269794722e-09,,-2.7673509286412526e-09,-2.4740957966764423e-09,-2.4545454545454552e-09,-2.337243401759531e-09,-2.122189638318671e-09,,-3.7057673509286423e-09,-3.5102639296187688e-09,,,,,,
4,-2.0000000012033237,-2.904203323558163e-09,-2.024437927663735e-09,,-2.747800586510265e-09,-2.454545454545455e-09,-2.434995112414468e-09,-2.317693059628544e-09,-2.102639296187684e-09,,-3.686217008797655e-09,-3.4907135874877817e-09,,,,,,
5,-2.000000001183773,-2.884652981427176e-09,-2.0048875855327473e-09,,-2.728250244379278e-09,-2.4349951124144673e-09,-2.4154447702834806e-09,-2.2981427174975568e-09,-2.0830889540566966e-09,,-3.6666666666666677e-09,-3.4711632453567946e-09,,,,,,
6,-2.000000001164223,-2.8651026392961886e-09,-1.9853372434017602e-09,,-2.7086999022482905e-09,-2.4154447702834802e-09,-2.3958944281524935e-09,-2.2785923753665692e-09,-2.0635386119257095e-09,,-3.6471163245356805e-09,-3.451612903225807e-09,,,,,,
7,-2.0000000011446724,-2.8455522971652014e-09,-1.9657869012707727e-09,,-2.6891495601173034e-09,-2.395894428152493e-09,-2.376344086021506e-09,-2.259042033235582e-09,-2.043988269794722e-09,,-3.627565982404693e-09,-3.43206256109482e-09,,,,,,
8,-2.000000001125122,-2.826001955034214e-09,-1.9462365591397856e-09,,-2.669599217986316e-09,-2.376344086021506e-09,-2.356793743890519e-09,-2.2394916911045946e-09,-2.024437927663735e-09,,-3.608015640273706e-09,-3.4125122189638324e-09,,,,,,
9,-2.0000000011055716,-2.806451612903227e-09,-1.9266862170087985e-09,,-2.6500488758553288e-09,-2.3567937438905185e-09,-2.337243401759532e-09,-2.2199413489736075e-09,-2.0048875855327477e-09,,-3.588465298142719e-09,-3.3929618768328453e-09,,,,,,
10,-2.0000000010860215,-2.7869012707722393e-09,-1.907135874877811e-09,,-2.6304985337243412e-09,-2.337243401759531e-09,-2.3176930596285443e-09,-2.2003910068426204e-09,-1.9853372434017602e-09,,-3.5689149560117313e-09,-3.3734115347018578e-09,,,,,,
11,-2.0000000010664714,-2.7673509286412522e-09,-1.8875855327468235e-09,,-2.610948191593354e-09,-2.317693059628544e-09,-2.2981427174975568e-09,-2.180840664711633e-09,-1.9657869012707727e-09,,-3.5493646138807438e-09,-3.3538611925708707e-09,,,,,,
12,-2.0000000010469208,-2.747800586510265e-09,-1.8680351906158363e-09,,-2.591397849462367e-09,-2.2981427174975568e-09,-2.2785923753665697e-09,-2.1612903225806454e-09,-1.9462365591397856e-09,,-3.5298142717497567e-09,-3.334310850439883e-09,,,,,,
13,-2.0000000010273706,-2.7282502443792776e-09,-1.848484848484849e-09,,-2.5718475073313795e-09,-2.2785923753665692e-09,-2.2590420332355826e-09,-2.1417399804496583e-09,-1.9266862170087985e-09,,-3.5102639296187696e-09,-3.314760508308896e-09,,,,,,
14,-2.00000000100782,-2.70869990224829e-09,-1.8289345063538617e-09,,-2.5522971652003924e-09,-2.2590420332355817e-09,-2.239491691104595e-09,-2.122189638318671e-09,-1.907135874877811e-09,,-3.490713587487782e-09,-3.295210166177909e-09,,,,,,
